country,consumerId,systemCreationDate,firstName,lastName,city,gender,birthDate,OptinValue
Kenya,cf7477ad-40b0-4da5-8c2c-c6d533e25a8b,2021-11-25,William,Marshall,Michaelmouth,Female,1975-08-31,No
Malawi,c0d5192d-fe03-4f71-9c59-2afa9105ac74,2020-04-27,Cindy,Hanson,Johnburgh,Non-Binary,2005-05-29,Yes
Cook Islands,cec227b7-4357-443e-b0b3-3196795573d5,2023-03-14,Richard,Wells,Hancockberg,Non-Binary,2002-07-21,Yes
Anguilla,cfb7aff4-a081-4f29-8b10-5b14e3c0df76,2018-10-13,Craig,Wade,Gonzaleztown,Non-Binary,1962-06-21,No
Ireland,ce546a73-a2f7-4a4c-b690-e7e742c21e2c,2018-05-20,Melissa,Werner,Rojasburgh,Male,1965-03-04,No
Heard Island and McDonald Islands,c4099424-3da8-40a3-aab8-10465f128ecc,2017-04-20,Samantha,Rodriguez,Port Amanda,Female,1951-06-27,Yes
France,c8299fb7-c2c3-4937-a485-bcf9161112c6,2018-09-23,Bryan,Miller,South Matthew,Male,1993-01-27,Yes
Chile,ccb1772a-4a23-4524-a65e-661298c3c816,2020-07-29,Erin,Wallace,Powellburgh,Non-Binary,1998-07-29,Yes
Trinidad and Tobago,c2ba8472-35c7-4555-a7e4-d3585ee6bf79,2018-10-11,Roberto,Garcia,Jessicaview,Non-Binary,1959-04-11,Yes
Liechtenstein,c322487a-bbc4-44ba-9196-c4ab40b10fad,2016-11-30,Victoria,Avila,Amberfurt,Female,2000-12-29,Yes
Isle of Man,c90ccef4-bff6-47f8-a706-3641692a9663,2018-04-13,James,Smith,Port Lindamouth,Female,1965-07-07,Yes
Brazil,c38751f9-0508-4cad-9c16-1c4a2a5ead6f,2021-05-02,Steven,Wilson,Lake Jerrymouth,Non-Binary,1979-01-28,No
Timor-Leste,ce77f45d-2bdc-4cd0-a334-0a3904ae0ce1,2019-04-19,Brandon,Thomas,North Richard,Female,1990-04-29,Yes
Spain,c0935460-2f65-483b-8722-90c6019d271b,2023-05-25,George,Griffin,Cherylberg,Male,2002-09-13,No
Italy,cf072e44-fd93-44d7-a2d5-634c969cc21a,2022-07-19,Susan,Vazquez,Bellville,Non-Binary,1988-08-15,Yes
Haiti,c79a0888-e19d-48b6-b130-887c302f2c60,2023-02-11,Michelle,Lee,Port Christopherchester,Non-Binary,2000-03-27,No
Saudi Arabia,c3e2135b-da46-43c3-ab5c-aa6ca9c69dca,2018-09-02,David,Vargas,Garciatown,Male,1962-07-10,No
Aruba,ca389329-0385-4503-bcd0-30cdcffb08c0,2016-08-16,Terri,Jacobs,Smithport,Female,1979-03-21,Yes
China,c5bcfc87-189c-467d-9fa9-679f291aa73e,2019-11-28,Elizabeth,Lewis,Kristenfort,Male,1980-03-13,Yes
Nepal,cda2a8a9-3d3f-494c-8afa-55c9297633cb,2023-11-04,Suzanne,Stevens,Curtisside,Non-Binary,1958-06-28,Yes
Maldives,c67948d7-d3db-41d0-83ab-be6d7e3eac76,2019-08-16,Jeremy,Ashley,Port Brianfort,Non-Binary,1941-04-23,No
Mongolia,ca2be922-958d-49c3-a48d-cff9c696b9db,2019-07-05,Colton,Hogan,East Richardmouth,Male,1977-02-17,Yes
Estonia,cef80ba9-c193-4c3b-8835-e7743c78351c,2022-10-20,Carrie,Mason,Port Henry,Non-Binary,1996-04-12,No
Latvia,c261f162-1335-4df5-a133-2e0515d852e1,2019-07-23,Frank,Ramos,Matthewmouth,Non-Binary,1940-09-19,Yes
Saint Pierre and Miquelon,c41c064d-d109-4aa2-b27c-00a102e05968,2016-09-01,Michael,Benton,East Nicholas,Male,2005-03-25,No
Jamaica,cc1dbe6c-4674-4a99-97d2-f838a2cad7b4,2022-05-04,Leslie,Howell,South Michaelchester,Non-Binary,1959-08-04,Yes
Syrian Arab Republic,c7cdbd08-99d9-48a3-aaa2-909a37135a28,2022-06-06,Yolanda,Turner,Patriciafurt,Male,1997-05-06,Yes
Hong Kong,c87a2fa6-d6f4-4b34-b895-79cfdcdf6d8a,2017-02-23,Stephen,Jacobs,Melissaborough,Male,1955-12-18,No
Antarctica (the territory South of 60 deg S),c0892e18-42b0-4e6e-a3b2-5d889e0812a2,2023-05-23,Edward,Heath,New Kaitlynberg,Male,2004-12-30,Yes
Equatorial Guinea,c7fea2c6-1f31-43c2-8412-e968e238e2fb,2021-08-13,Katie,Reynolds,New Meghan,Male,1949-02-27,No
Puerto Rico,c1d84269-ad16-4e57-bfa9-2798529cff39,2018-12-20,Larry,Davis,West Scottfurt,Non-Binary,1944-12-11,Yes
Guyana,c38152b5-f93a-42a9-bdb1-27ce4ad2e424,2022-09-27,Anthony,Salinas,Santanaland,Non-Binary,1963-03-08,No
Botswana,ce1e98c3-0a0e-437d-b4be-95695c303f84,2021-08-09,Thomas,Wilkinson,Yorkport,Female,1962-11-04,No
Togo,ca3017d5-b274-48fc-9238-d131ca0279e1,2021-08-01,John,Fisher,North Jason,Male,1962-06-18,No
British Indian Ocean Territory (Chagos Archipelago),cf140d05-1e03-4d43-8ca3-ba5004959fa6,2020-12-23,Anthony,Clark,Bryanberg,Male,1955-11-11,Yes
Guinea,cee331d0-421c-4b47-abd8-3cc35562b414,2021-04-04,Timothy,Pena,Carlaview,Non-Binary,1963-12-02,No
Iraq,c825b94c-8fc0-4afa-b0fe-f47e9788fb61,2020-12-02,Steven,Dickerson,Andrewton,Non-Binary,1957-11-20,Yes
Tonga,cad8f3da-4234-4994-aa85-473defdbb599,2019-10-25,Johnathan,Grant,Lake Christinatown,Male,1965-04-22,Yes
Swaziland,cf52f4a7-6e7f-4dc3-8bb3-6221a70a9468,2019-05-20,Derek,Martin,Tracymouth,Female,1983-08-22,Yes
Vanuatu,cbb7b6aa-52dd-477d-a8a6-4587fb0a55c1,2021-03-15,Crystal,Robinson,Thomasside,Male,1947-01-19,No
Jersey,c700d3ae-8c92-443c-ab86-68997d9ea9a3,2020-01-25,Thomas,Brown,Prestonbury,Non-Binary,1966-12-04,No
Colombia,c76800a9-8272-4697-a176-350f9dff2a9d,2022-01-05,Christopher,Flores,New Adam,Female,1960-11-26,Yes
China,cb20181e-fa7c-48eb-ba2b-e7749e36e72f,2018-05-30,Pamela,Small,Juliehaven,Non-Binary,1984-07-22,No
Greenland,c8af472c-21a9-4af4-8807-1dc5be903e0e,2017-05-07,Chloe,Ford,Lake Bradley,Non-Binary,1954-11-25,No
Fiji,c2e10215-ba89-44bc-a4a8-de873162c697,2020-11-26,Elizabeth,Roach,South Tammystad,Non-Binary,1962-07-18,No
Czech Republic,c29dbc87-23fc-47e1-92e3-c34767727e5c,2021-02-09,Amanda,Powell,New Johnshire,Female,2000-04-17,Yes
Kazakhstan,c6cf0db8-2bcf-4505-80a1-9bba7df37e75,2019-06-02,Joanna,Garcia,North Davidtown,Male,2000-04-28,No
Bolivia,ce4f457f-f351-4ad2-9847-8e3dd7ba1450,2018-09-24,Laura,Bauer,Sandychester,Non-Binary,1943-06-05,No
Central African Republic,c7248f26-a1fb-4e94-a8b2-d147d51e777d,2021-03-28,Jessica,Martinez,North Christopher,Male,2005-05-07,No
Aruba,ce657062-dcc2-4e84-914e-f0f1bb2be035,2023-10-23,Javier,Villa,Jenniferhaven,Female,2004-07-15,Yes
Djibouti,c0e9e40b-97bd-4508-b4bb-21427dca5d67,2020-09-04,Jose,Scott,Pageside,Female,2005-05-10,No
Czech Republic,cb232ddc-3d04-41ba-966f-4ad987c36465,2023-04-22,Jeffrey,Mejia,Port Annemouth,Female,1948-09-28,Yes
Peru,c2edefbd-467e-4d30-8da1-80837d9be1ef,2019-10-29,Todd,Davies,Butlerfort,Female,1979-06-09,Yes
Monaco,cad05e0d-8043-4482-969b-0b56891938f9,2019-05-13,Jeffrey,Lee,New Jonathan,Female,1953-08-13,Yes
Nicaragua,c85d7b04-c685-4441-94ed-8dd88c648aee,2019-04-12,Lindsey,Mckinney,West William,Male,1968-05-02,No
Qatar,c5561067-01c9-4610-99e3-074079cffc76,2017-07-16,Kenneth,Brown,New Michael,Male,1946-03-16,No
Slovenia,c804acf4-23c5-4516-b455-40ab370b2467,2016-05-16,David,Wallace,Greenview,Female,1965-05-08,Yes
Slovenia,c6af7052-5ff4-49ea-a111-4c64d6892489,2017-02-06,Michaela,Sullivan,Port Laura,Non-Binary,1939-12-04,No
Taiwan,c21d91da-e19d-4dac-9e57-4941c8e6c071,2017-12-28,Jennifer,Webb,Shortside,Non-Binary,1968-01-17,No
United Kingdom,c472b130-8f08-460b-8b7e-a3a9e5bc1e93,2022-05-24,Monica,Hayes,New Nancy,Female,1998-10-23,Yes
Uganda,c34be66f-4e0d-4712-9ed1-a681506521fc,2021-07-08,Brittany,Sullivan,North Elizabethberg,Female,1944-01-11,Yes
Gambia,cc81d858-5dfd-462f-bec3-aef2ca569739,2018-06-18,Nicholas,Becker,Alvarezmouth,Non-Binary,1990-01-14,No
Tunisia,cae3a3c8-1b69-42e1-aaa2-f3b904411f65,2020-06-17,Carolyn,Willis,West Charlestown,Male,1959-02-07,No
Chad,c80c1249-aa3b-4df9-aad5-7950bb07ee82,2022-09-29,Richard,Watkins,Hartville,Non-Binary,1948-02-19,Yes
United Kingdom,c2ff0a13-f5cb-4fa5-9563-4751baa05742,2018-07-25,Virginia,Hawkins,Brandymouth,Male,1953-11-29,No
Bermuda,ca54db1c-e0ae-4c08-a356-ad7eadd2a2fa,2019-09-16,Peter,Mcdowell,West Brittany,Non-Binary,1945-04-14,No
Greenland,c8f112b5-04a5-4996-bbfe-bf6bad8ac1d5,2017-02-06,Jessica,Wiggins,West Christopher,Non-Binary,1957-02-24,No
Libyan Arab Jamahiriya,c2e0559a-0bdb-4e98-8290-eeb138625a4c,2018-06-13,Jennifer,White,Bruceton,Female,1988-05-14,No
Slovenia,c5559c2e-b463-4147-9817-34141a14620b,2017-08-13,Dylan,Clark,Romeroburgh,Female,1943-10-15,No
Syrian Arab Republic,cc11bcda-5972-40b2-8d99-37ccd8cc5ce5,2019-03-03,Jennifer,Wilson,Alishachester,Non-Binary,1972-05-27,Yes
Hong Kong,cac3996c-e918-4264-ad75-e527bf762674,2019-09-04,Tina,Walker,Lozanofurt,Male,1967-11-13,Yes
United Kingdom,c0213398-915a-43ea-9e65-b0764920102a,2019-04-10,Vincent,Rowland,East Lorettaview,Female,1978-06-20,No
United States Minor Outlying Islands,c96b98fc-b450-4297-a3fb-6c3dc10ed647,2022-01-25,Jody,Mays,Michaelton,Non-Binary,1968-03-10,No
British Indian Ocean Territory (Chagos Archipelago),c5238f8b-1b84-4b98-9227-4371957448a2,2022-11-20,Corey,Mckinney,Lauraberg,Non-Binary,1946-11-29,No
Armenia,c1551c3d-c6de-4f24-bae5-7df143749717,2016-08-27,Michael,Roberts,Vargasberg,Male,1941-04-26,Yes
Madagascar,ce78d82d-9749-4a4a-8599-c1b17ef0da19,2022-05-10,Kathryn,Chavez,Hillborough,Non-Binary,1941-04-18,Yes
Palestinian Territory,cdef0733-8ed8-473c-a456-3e9b9c9dfa45,2017-08-08,Christopher,Oneill,Russellside,Female,1939-02-12,Yes
United States Virgin Islands,ca16dc22-1d4a-434a-a4ae-faeb5e0bde8e,2019-08-03,Dawn,Gibson,Lake Eric,Non-Binary,1978-01-23,No
Netherlands,cd7bdae0-f585-43de-a939-575243450cff,2020-12-21,Nicole,Greene,Maysland,Female,1943-09-05,Yes
Cambodia,c17d9b97-04ae-4ca8-833c-26c613cdae4a,2023-05-07,Juan,Ramirez,North Emily,Non-Binary,1964-11-13,Yes
Cayman Islands,cb00214d-4d79-4f98-9b0b-7326f51c7296,2019-09-02,Brandi,Jones,Dannyhaven,Female,1958-07-25,Yes
United Kingdom,cdaee988-30c9-4145-8fe9-10bf3c0edf9e,2019-09-16,Thomas,Jensen,Meganmouth,Male,2003-12-17,Yes
Hungary,c5ba459a-5efc-44ce-97ef-4ddfdcaca8a9,2017-09-08,John,Barnes,South Patrick,Non-Binary,1976-01-21,Yes
Grenada,cb435ccc-4cab-42a1-aca0-d66fbfa748f5,2019-12-15,Cheryl,Arnold,Nathanielview,Female,1991-05-09,Yes
Liberia,ca86abeb-1a85-44c9-9e95-14b5bbf184a9,2016-09-29,Erin,Dudley,Port Ericside,Non-Binary,1971-02-27,No
Somalia,c94875a8-fe1c-4414-9eae-21e7bd91c28b,2023-03-12,Robert,Horton,Jamieland,Female,1966-06-03,Yes
Germany,c6ba1bdb-ad5c-4da1-81ac-8a24bb40c3e3,2016-03-17,Annette,White,Bruceshire,Male,1940-10-14,Yes
Norfolk Island,c7d1f13c-2809-4597-80fc-50f9a03675fe,2022-10-13,Richard,Christian,Thomaschester,Non-Binary,1988-04-20,Yes
Croatia,c5a22d18-f85f-4309-84a6-50c61ac5633b,2023-08-03,William,Johnson,Richardsonbury,Non-Binary,1982-03-28,Yes
Timor-Leste,cec185e6-389d-40d5-8ae6-a02af6379dd4,2018-07-29,Alexander,Roberts,New Shannonland,Female,1970-12-02,No
Guinea,c3ccebd4-10e0-46b1-b817-613ed69c80bb,2019-05-19,Amanda,Tate,West Angela,Male,1992-05-16,Yes
Antarctica (the territory South of 60 deg S),c411ddba-0c21-4184-9457-320c1423b5e0,2019-12-23,Benjamin,Rodriguez,Smithstad,Non-Binary,1976-11-21,No
Poland,c1743926-6428-4905-a34f-29b876e03338,2022-05-10,Timothy,Romero,West Cassandra,Male,1952-12-24,Yes
Equatorial Guinea,c5e5ab6b-7ab9-43c6-9f85-fa487811bc6a,2022-08-19,Stephanie,Jones,Scottmouth,Non-Binary,1967-03-08,No
Romania,c6d42742-1767-48d5-8420-e222198c8004,2020-10-01,Albert,Maldonado,East Kennethview,Non-Binary,1979-04-15,No
Ghana,ccf2cfc8-ccab-45a2-aa23-73a6ea611c46,2018-09-13,Trevor,Cooper,Kempburgh,Non-Binary,1966-10-29,No
Gibraltar,cd168ef5-695e-4ca0-a41b-626194e817ea,2021-05-19,Jessica,Smith,East Susan,Male,1956-04-03,No
Afghanistan,cdc7011d-ed04-429c-a057-636506498cde,2017-02-06,Diana,Robertson,North Davidstad,Non-Binary,1978-10-17,No
Mauritania,cd4dffab-51a3-4dec-8655-c03c0b19143b,2017-03-12,Jeffrey,Miller,Sandraport,Male,1984-11-14,Yes
Micronesia,c7ddd9e9-5902-441e-b277-de28ce7ab022,2017-06-05,Wendy,Munoz,West Jeffrey,Female,1940-09-17,Yes
Monaco,c34c38d2-2878-4484-9a8e-30275bec3623,2021-03-12,Patricia,Lewis,Jenkinstown,Non-Binary,1952-09-20,No
Oman,cf76d67b-eac9-41a0-a18c-da535d9a2462,2017-01-04,Thomas,Russell,Millsburgh,Non-Binary,1980-02-27,Yes
Andorra,c02945b8-5128-4966-86d6-f1344add935a,2017-04-30,Julie,Wright,South Timothy,Female,1946-12-15,No
Equatorial Guinea,ce558eeb-8fa4-4f85-80ec-f2d5914586f7,2020-01-10,Tanner,Ellis,Port Loriberg,Non-Binary,1941-09-30,No
Christmas Island,c20b0d78-bb1d-4f3f-99f2-614bc8c1c5fb,2023-07-29,Jessica,Williams,Lake Tonya,Male,1962-11-01,No
Trinidad and Tobago,c7162785-5000-448e-affb-574190593dc4,2019-04-25,Jaime,Sanders,Lake Martha,Male,1938-07-22,Yes
Mongolia,cb7562a6-eb26-46a1-8679-15cefb7180d7,2023-05-03,Philip,Becker,South Garyton,Female,1940-03-29,Yes
Andorra,cac9cf65-93a7-4725-a770-7bfae314c98b,2022-07-15,Paul,Ramirez,Ariasstad,Non-Binary,2005-04-07,Yes
Aruba,c3da6c42-1f2b-4e15-8eac-b5bf241f7816,2022-01-18,Jennifer,Conner,Lindaside,Non-Binary,1968-12-09,No
Armenia,cacf0b28-c3c8-4897-adcb-953639635529,2016-01-07,Nicholas,Choi,Ortizburgh,Male,1952-02-04,No
Malawi,c5f60184-25b4-40cc-891c-3e5d6a875676,2017-08-20,Jeffrey,Ellis,Marystad,Female,2004-02-11,No
Samoa,c27a14ec-0e7b-4468-ae84-6ec8876ef87e,2017-04-25,Kiara,Scott,Roachside,Female,1969-12-04,No
Suriname,c958e213-b449-4f49-8bdc-25a1c3ae066a,2020-08-09,Sarah,Beck,Billymouth,Non-Binary,1948-03-29,No
Tunisia,ca581ffb-87de-42b6-992f-3aa8268f4dfb,2021-02-10,Brian,Garcia,Lake Jamesport,Female,1947-10-08,No
American Samoa,cf5ef796-f53d-41b9-995e-215bcc957bd0,2018-08-18,Amber,Wilson,Steveland,Male,1952-04-03,Yes
Puerto Rico,c2e9e744-a46c-4b7d-af89-486f0c457e07,2017-08-17,Heather,Rocha,Port Richard,Male,1939-05-31,Yes
Hong Kong,c2e0c8e7-04cf-4524-bb51-a5015dfe652e,2016-09-15,Valerie,Williams,New Barbarafurt,Female,1983-08-10,No
Malaysia,ce6cf9ec-7387-48e3-919d-dd750716cd6f,2021-05-12,Joanne,Kelly,Joyfort,Female,1973-03-16,Yes
Chad,ce9496ce-6421-4b55-a64b-4b3249e6a94e,2017-08-05,John,Williamson,South Patrick,Female,1983-05-07,No
New Zealand,c4ea970d-3dff-4df6-9ad0-917b01cd5c4d,2017-07-12,Melanie,Harris,Kellyside,Non-Binary,1948-10-31,Yes
Israel,cfc74080-62e8-45b6-ba99-c65282d328b6,2016-12-16,Sarah,Thompson,Ryanton,Female,1946-03-30,No
New Caledonia,c535c9ba-9d2b-486c-b3e9-b28c47ec4398,2017-06-27,Jennifer,Johnson,Hansonburgh,Female,1992-09-05,No
Cape Verde,c78304b8-77f8-4c1d-8bfb-0129fc99f895,2021-08-29,Danielle,Stewart,North Paulmouth,Non-Binary,1999-09-15,Yes
Mongolia,cd9b1e15-da32-4702-bb52-45ccbe6d31f5,2022-02-04,Michelle,Kline,Brittanymouth,Male,1942-09-19,No
Sweden,ce7db266-8f27-4167-ba54-de2e6637672d,2017-11-19,Damon,Martin,Port Michaelfurt,Non-Binary,1958-10-08,No
Puerto Rico,c66aa03f-33fc-4c63-9e69-f3ff5c98d75e,2022-09-17,Amanda,Rice,Russohaven,Non-Binary,1947-05-27,Yes
Turks and Caicos Islands,cfffde15-4189-4a2a-8fa7-87575ebc43b2,2017-09-15,John,Adams,West Alejandraborough,Male,1965-06-24,Yes
Solomon Islands,c678a52b-fe3c-48f0-bcf2-3a247fedcd71,2022-09-23,Joseph,Brennan,Vincentmouth,Male,2000-05-05,Yes
China,c4eb50ab-7e4d-4e0a-bc1b-85c7149bc2d8,2021-06-30,Timothy,Francis,East Alexanderville,Non-Binary,1981-04-16,No
Cote d'Ivoire,cb73de84-c13b-4a95-abae-f0361b330d5a,2019-08-11,John,Durham,Lake Cole,Female,1949-02-11,Yes
Central African Republic,cf7bb33a-ce9b-4af1-85fa-7168a7b3ed11,2018-04-28,Bill,Parker,Port Garyfurt,Female,1952-08-03,No
Denmark,cffa5ab0-ec55-4454-b128-4dd1fc7ed1c6,2020-10-22,Justin,Ramirez,West Williamborough,Non-Binary,1982-04-25,Yes
Taiwan,c875de86-04ca-4bb7-8977-4ee799a0a36a,2018-03-05,Jessica,Clarke,New Wesley,Non-Binary,1941-07-26,Yes
Montserrat,c9c9298e-5c21-4b79-a138-5765797b5366,2023-01-13,Theresa,Ali,North Rebeccamouth,Male,1958-01-02,No
Andorra,c301787a-9ff9-444f-8938-c31673157c93,2016-12-26,Beth,Flowers,South Cynthiashire,Male,1956-11-03,No
Peru,c8843324-8c67-4104-ad72-acb15688143b,2021-06-19,Aaron,Mitchell,East Brian,Female,2001-11-10,Yes
Portugal,c485ebf4-bcf7-403b-b7c7-7e57dc8e7592,2021-06-16,Stacy,Taylor,West James,Non-Binary,2000-12-16,Yes
Seychelles,cc94dcc8-9fb6-46c3-93db-1c2bd52aca6c,2022-09-29,Steven,Hurst,Port Peter,Non-Binary,1987-02-28,Yes
Belgium,c4245788-1bef-4418-b6f2-e339aef64097,2017-05-24,Nathan,Chavez,Lisaton,Male,1990-04-08,No
Costa Rica,c93eb543-2b99-47ed-aea5-c9f9b14c1de3,2022-01-18,Frances,Henry,Michaelberg,Female,1958-01-05,No
Faroe Islands,c9d69c3f-c71f-4317-89f2-387958c053a8,2018-12-17,Samantha,Wallace,Carneyton,Non-Binary,2001-07-28,Yes
Gambia,c6f9e04d-73a8-4a3d-bc80-a74f5ffcaacf,2021-10-02,Paige,Velasquez,Cohenbury,Non-Binary,1964-12-26,No
South Africa,c88f8bec-b6c5-4fcc-9aa6-c44cff3ca54d,2020-07-23,Zachary,Horton,Youngview,Female,1957-08-26,Yes
French Southern Territories,cd7dcf7e-10e8-4611-8bce-544380a41d29,2019-03-11,Aaron,Simmons,Annahaven,Non-Binary,1975-08-19,No
South Georgia and the South Sandwich Islands,cda392f4-d970-4ae3-b9d5-2e03a4d1e94a,2017-08-04,John,Lewis,Robertport,Non-Binary,1946-06-15,Yes
New Caledonia,caa8f9af-47b3-445d-904c-78f3905c87b1,2019-10-27,John,Simon,North Kellyview,Non-Binary,1974-10-04,Yes
Comoros,c6e26c87-046c-4c2c-a139-3854ed2191cc,2022-03-18,Barbara,Smith,Vanessabury,Male,1947-06-29,Yes
Andorra,c5c4beec-603c-45b9-96c5-8a136e18645c,2016-02-22,Lori,Wheeler,Leeport,Male,1973-01-31,Yes
Poland,c0688a04-9590-4d5f-a61d-0deab760c8f2,2021-05-22,Laura,Doyle,East Deborahstad,Male,2001-12-11,Yes
Swaziland,c76dda0c-a608-4a88-ae77-fc422d938c29,2021-03-10,Holly,Li,West Elizabethville,Non-Binary,1938-06-23,No
Kiribati,c4c697aa-2763-498e-ad3c-b297ade255e6,2021-09-12,Nancy,Miller,West Derrickstad,Non-Binary,1980-06-05,Yes
Tanzania,ced65cb6-341c-4643-85b6-f6c57f0696d9,2023-09-09,Kylie,Rodriguez,Port Michaelhaven,Male,1954-12-01,Yes
Netherlands,cc4c8286-8442-4dbd-92b3-466bc2543ab1,2019-02-14,Bethany,Gonzalez,North Carl,Male,1963-09-27,Yes
Haiti,cfaa1f97-bcf1-47a6-84ef-ca6789544d40,2021-06-22,Edwin,Serrano,Jackburgh,Non-Binary,1966-03-23,Yes
Congo,ce90e407-8855-4f2e-aa39-1ce9c1f0521d,2022-02-02,Timothy,Conner,South Jillian,Non-Binary,1991-06-18,No
Germany,cc41e46d-0848-431b-83fb-f48b9ab73503,2021-12-21,Felicia,Bruce,Aprilfurt,Male,1943-04-14,Yes
Malaysia,cab0a303-eeb6-4c9d-abe6-39a73ac4aaf3,2021-09-05,Brandon,Richards,Lake Meghanport,Non-Binary,1970-02-14,Yes
Svalbard & Jan Mayen Islands,c352e683-1f6d-4fcc-a578-d66a3ff55cf4,2023-06-23,Jeremy,Shelton,Nicolestad,Female,1942-03-13,No
Bhutan,c7fdcca2-efb9-43c8-bf4f-80c1a22df3e7,2020-06-26,Jose,Carpenter,West Timothychester,Female,1955-11-05,No
Bangladesh,ce9778f5-2dce-4d20-b179-ab9788db2a29,2020-05-13,Hannah,Vasquez,South Sarahberg,Non-Binary,1958-04-14,Yes
Samoa,c742674a-8bc7-4985-9ff2-75ad644ed831,2022-05-19,Kimberly,Davis,Lake Glennview,Female,1987-10-23,Yes
Dominican Republic,c013b028-3d71-49da-b24c-88b38659eb21,2021-11-05,Andrea,Harris,New Anita,Non-Binary,1971-12-18,No
Thailand,c977c105-543a-45bc-ad19-99ff6316d1fe,2022-05-03,Russell,Booker,Michaeltown,Male,1974-08-05,No
Serbia,c272a999-10ef-446a-adf1-1ddd6560ddff,2021-11-21,Daniel,Salas,Lake Cynthiamouth,Female,1987-01-28,No
Tajikistan,c4f05f1e-5ea4-4211-9bd0-8bc38290f3dd,2018-04-23,Timothy,Vazquez,Port Denisehaven,Male,1987-10-12,No
Mali,c39d791f-6d10-470a-b85d-b58052297528,2017-11-01,Ian,Ramirez,East Jameschester,Non-Binary,1954-03-29,No
Pitcairn Islands,cc1b17d3-00b1-479f-99dc-057d9d85aa46,2021-06-03,Patricia,Malone,Port Randall,Non-Binary,1978-12-30,No
Bahrain,ca24ec2a-6f9d-47e3-91d1-0e2c22ee53ee,2019-04-27,Corey,Salazar,South Amy,Non-Binary,1966-03-17,Yes
Norway,c6e5824d-b1e1-4eef-b36d-8b1b147d5f74,2021-01-14,Antonio,Young,South Howardfort,Male,1967-07-12,No
Nauru,c99b7cca-ff59-495b-b0ad-6dced64b5f2f,2021-12-22,Bernard,Thomas,Russellport,Male,1947-02-23,No
Canada,c35cb2a3-eb54-49de-b915-a4f77e9357ee,2020-12-27,Sara,Vazquez,North Christopher,Non-Binary,1987-07-20,Yes
Algeria,c2d1a0c3-ff0f-4362-8e57-2d66789a4fee,2019-04-10,Michael,Rodriguez,Maciasborough,Non-Binary,1986-01-26,Yes
Panama,c1419d67-754a-4534-a2f4-ad24b040228b,2018-02-10,Matthew,Alvarado,Watsonfurt,Female,1944-02-10,Yes
Chad,c6aec222-8b91-4480-b3b9-4a2abe64a898,2016-04-25,Julia,Fowler,Lake Susan,Male,1996-07-27,No
Saint Lucia,ca906945-6e8e-45ba-87be-84b513602527,2021-11-17,Nicholas,Turner,Adamschester,Non-Binary,1973-08-15,No
China,c4c2ff04-a028-4970-809a-f56fdff828a1,2022-08-18,Brent,Jones,Johnsonborough,Male,1950-07-15,No
Poland,c5a0b2cb-582b-4785-96a2-8011096bca43,2016-11-01,Matthew,Carter,East Christopherfurt,Non-Binary,1984-09-16,No
China,cc51d9b1-9bdf-4c2b-a234-ca52000b4d47,2022-08-17,Sheila,Walton,New Shanebury,Non-Binary,2001-10-03,Yes
Turkey,c55b0283-61c9-4907-b49e-858ec3fbd88e,2018-05-10,Keith,Rogers,Heatherland,Non-Binary,1956-01-11,No
Pitcairn Islands,c1be885e-7de9-4c0e-93ae-552359bc1633,2019-02-08,Mary,Acosta,New Louis,Non-Binary,2001-08-08,Yes
Angola,c8ecf567-9f39-4400-8aad-0558ae6c0e27,2017-09-01,Christopher,Reed,South Kirsten,Female,1986-06-12,Yes
Paraguay,c0545fab-5ac6-416c-9b95-954c21f31820,2022-12-02,Jacob,Carter,West Pamela,Male,1983-07-16,Yes
Wallis and Futuna,cecc3fbf-d83d-4532-83ec-e6b1a95f74b0,2023-03-31,Joseph,Reynolds,Rosalesfurt,Male,1955-03-07,Yes
Holy See (Vatican City State),c2b9e297-bf9c-4a6e-abda-965d6b4c141a,2017-02-26,Katherine,Gonzalez,Davisbury,Male,2000-08-18,No
Romania,c148c965-749a-4c94-a1e2-c3ae949dd1aa,2021-11-14,Kayla,Williams,Huertaborough,Female,1958-08-03,No
Korea,c972d81a-2749-4d58-a137-9234616ecd09,2022-12-04,Autumn,Scott,Rebekahton,Non-Binary,1984-05-01,Yes
Taiwan,cf09ad21-0e32-41a5-b2ba-e57b10caf4b8,2018-01-10,Shelly,Gomez,Saundersport,Non-Binary,1953-12-07,No
Macao,c19854b3-cf7c-4079-8736-03691da0b62f,2016-03-03,Stephen,Reeves,Gregoryhaven,Male,2003-01-14,Yes
Czech Republic,c25797ff-e0d4-4815-abae-e74423957ad5,2023-07-03,Tony,Hunter,Davidmouth,Non-Binary,1959-06-13,No
Algeria,c5507e38-dbf7-4bc9-89bf-f60845265d44,2017-03-24,Paul,Sosa,New Biancabury,Female,1987-12-04,Yes
Antarctica (the territory South of 60 deg S),cc8192a1-8713-4d90-bd27-8194e84a63a3,2022-07-27,Sandy,Farmer,Heatherview,Male,1956-09-03,Yes
United States of America,cb074099-e2f7-47b8-8280-8f7d35d6b38a,2016-12-07,Jerome,Anthony,Emilyhaven,Non-Binary,1984-09-27,No
Haiti,cc4d7647-e01d-47a6-84a4-8c9ce753abe7,2019-06-19,Scott,Guerrero,Cynthialand,Non-Binary,1994-12-01,Yes
